,0
243,6.006520344122902
244,4.147599008843354
245,3.4983839617170718
246,2.2798562228006674
247,3.5862461286881695
248,2.7729802586576717
249,6.719444624793688
250,3.8224083549496983
251,6.197788403883537
252,2.7298847239568875
253,8.28409351622657
254,3.262894836032687
255,2.218033099349199
256,2.9336368848948364
257,3.5669016314631024
258,3.499956780057369
259,1.9006559943353083
260,6.9149273804415365
261,3.448518470378086
262,6.956676229221643
263,6.081770096845823
264,3.2874158758005674
265,6.892997604861655
266,3.429130937198609
267,5.0449920433029884
268,6.909945864216465
269,7.255814991209583
270,7.628478067733168
271,6.906763007354288
272,3.9144694616541567
273,4.273294012022712
274,7.287471801149538
275,5.587755230710041
276,5.296589999495573
277,6.745554330303966
278,6.058911629478585
279,4.827972385750087
280,8.062007398027417
281,5.155054404105338
282,8.164855345468817
283,7.146857466869848
284,5.3953508761837545
285,7.14413334930913
286,5.721261411509658
287,6.357834794247953
288,4.725706051692848
289,6.8787726821885995
290,6.986577364653684
291,7.021494876920929
292,4.776870310307919
293,4.606281836005768
294,6.49454295424694
295,5.696818833680757
296,2.470654597625673
297,2.0008155879306093
298,2.2010508160194906
299,6.215390040206808
300,7.275780261715637
301,5.300322206450897
302,6.262748013782334
303,5.741167840899998
304,7.1699556477857005
305,4.141823199127569
306,6.867343233376932
307,6.355324531664328
308,7.613540361263261
309,4.402988791778765
310,5.525457502681185
311,3.1759388455914443
312,7.624475387302958
313,7.461794859665817
314,6.725382001438122
315,6.095614739080632
316,5.107042727366257
317,4.705184879125655
318,4.879050055435765
319,7.153907766754148
320,7.931537927695716
321,7.791676023049604
322,2.9156423576543693
323,4.136232849753421
324,6.6597726193431726
325,14.21748780444965
326,7.0145582918121345
327,4.098407655813898
328,6.596818862200534
329,8.173774809982163
330,4.552336997217245
331,4.489953249361683
332,2.3077050176567235
333,4.842526099355574
334,6.132480828692312
335,4.908717401314859
336,7.785182737346642
337,5.92610529605044
338,6.124033490271332
339,6.181490177650665
340,4.343826116751506
341,4.222835505865286
342,7.7417596684282515
343,3.992165453975265
344,6.4873168107778
345,3.0068409979215187
346,5.890206442058346
347,6.84038840102329
348,7.658193042740962
349,2.7063487059997113
350,6.050167505713802
351,6.008043339878221
352,3.648142650883546
353,6.366901122190502
354,5.515184474952467
355,2.3970290022431735
356,5.119196802924021
357,3.1696929810398924
358,4.706993086977662
359,6.025096412918079
360,5.9681777739977875
361,6.682673623562145
362,5.517099317519561
363,2.2713326696200653
364,5.787460128137923
365,6.604576272114562
366,4.733422414960437
367,5.49047266635515
368,4.901757106639675
369,4.843830703761935
370,5.208672932137919
371,5.951512949063347
372,3.8588558452492454
373,7.329943172857693
374,7.276261228333487
375,4.255709612391506
376,7.7249796367853145
377,7.051817582060599
378,5.261580457873428
379,5.79264597091482
380,7.281239733884631
381,6.622984579503492
382,5.619119732715979
383,4.722751472270987
384,2.6925130893836844
385,8.297099366206037
386,7.476518656559617
387,7.357076728570657
388,4.275181175916455
389,5.891770880515486
390,5.018912541121255
391,5.181217850369093
392,6.019689449742506
393,1.8896937859721863
394,3.916110431230224
395,5.270591744840965
396,6.222860306158138
397,5.096862341226875
398,7.411426578943793
399,7.793776921342367
400,6.529105049433907
401,5.331728704450489
402,5.893674155190032
403,6.415909189073529
404,1.7417795719659677
405,4.967819975061487
406,6.388544249497869
407,4.744951666512708
408,3.0353784860280086
409,5.113251090900524
410,3.130975308343701
411,7.7490846466844445
412,1.7763206642891003
413,8.08876624770254
414,6.697566255442531
415,2.1324134177420784
416,6.6175141672386
417,7.327653615556439
418,4.001146851791033
419,6.117960838029434
420,5.497864305603415
421,3.9517676309036407
422,2.594784266401233
423,3.5022956418494693
424,5.443032687961768
425,7.394100759713808
426,6.733139712841197
427,6.837001951405871
428,4.9867009577882335
429,6.7540335900490005
430,7.376483655921379
431,1.8578815781128908
432,6.781030463465433
433,7.229248219504344
434,7.407602690003692
435,5.258752810844878
436,3.6493739202861217
437,8.27607116381828
438,7.082235323354533
439,2.1626310945003206
440,6.748194285759233
441,4.0479501865603265
442,5.684065579546412
443,7.46330047164885
444,7.620819500002488
445,7.739528848878059
446,7.953739192046848
447,1.7526167962655186
448,6.218304882429807
449,6.307190482693333
450,7.203644140162194
451,2.1531578662372217
452,6.702983038042848
453,5.204014084181235
454,4.909663386637881
455,1.4869432179310191
456,6.295642252977991
457,4.3776550747787
458,6.6237084830234885
459,7.7162011228623015
460,3.4811387694947493
461,6.5730468209131905
462,7.012766470614871
463,2.4693599034678635
464,7.2405977737103475
465,8.726303298802419
466,5.1307871657819435
467,9.096521292986427
468,7.565772442090908
469,6.851103891837299
470,7.124014877238087
471,2.0028264882237146
472,4.694569859598093
473,5.283322037181875
474,6.620375774344644
475,2.0559196417020824
476,3.42307247331966
477,5.06906716450586
478,5.552420484097068
479,4.770266644277542
480,2.731422317652747
481,6.928844443366911
482,6.278908960493133
483,7.597766514516671
484,5.928143617240697
485,7.074970423756808
486,5.4729612420873455
487,7.674106635550445
488,3.4738453226303347
489,6.257440435804037
490,2.1491276366752485
491,5.4488478221316425
492,5.166785908680265
493,11.024812399656714
494,6.040827373092429
495,6.8879688642174814
496,5.9751782529924915
497,6.118352937107861
498,6.616436061810411
499,7.570300221561733
500,3.9703540711627925
501,8.094188697623851
502,5.4409015148933895
503,6.890599027762986
504,6.538561463897773
505,5.19756106649184
506,5.425863320167895
507,7.568647879832017
508,2.5174900877373956
509,6.8420655185162085
510,3.968171702975419
511,7.742252978243941
512,1.960730465210549
513,7.097000671271141
514,1.8832416596182218
515,5.486420773793946
516,6.943402229333561
517,6.950243070393004
518,6.180106566472274
519,6.780768319115541
520,7.093368313064533
521,2.4378136354504525
522,7.228029712683664
523,4.3377814179864
524,7.610342071181401
525,5.306092937287535
526,5.9611089617008215
527,4.0614723770643
528,4.872651529424642
529,4.564013494256996
530,5.996181854674819
531,3.9233777550539735
532,3.9388929050700137
533,6.876753715040734
534,6.64226503097543
535,6.780828758238966
536,5.5308649711290245
537,6.825025821093103
538,5.197282675932171
539,6.925488534861198
540,5.9779195896613615
541,3.8033073737009446
542,6.05633049041595
543,6.883412157340877
544,7.040051070691545
545,5.448610952587936
546,5.158121300521593
547,6.6699833968960025
548,2.338016545613642
549,6.153948298733303
550,3.4938367875776555
551,6.858804097818952
552,1.841860879420837
553,4.318585000143996
554,6.899104517766175
555,7.529829905177073
556,5.96257804748852
557,6.276942089657848
558,7.017089632560541
559,6.147700872019737
560,6.219958381704988
561,7.345584958106878
562,6.850032064810888
563,5.947275573669601
564,7.328144062754232
565,5.90155900561363
566,5.3972926308129345
567,7.676608376676405
568,7.671895932630657
569,7.768763786131899
570,6.517546362565146
571,5.26440082342835
572,6.607147682761678
573,4.782891237001775
574,6.904418431513262
575,4.972530391542457
576,7.3890776874799045
577,3.5786488933073977
578,4.637719472495038
579,5.814717775262624
580,3.752754551053375
581,5.770989485577982
582,5.910570626737421
583,7.376883771004882
584,4.077327287456967
585,6.954411068309075
586,4.484781591274982
587,4.110733604959997
588,7.655077471105961
589,3.8501802045398725
590,4.5069371678002685
591,2.464689864091296
592,7.801802223461978
593,3.905717033929588
594,3.5598865800495427
595,7.401056816306864
596,6.091818063250274
597,7.499797728634532
598,6.9394343943933485
599,3.9171709710813123
600,7.703479749030295
601,4.490701966521035
602,5.769421782840623
603,6.737164583754968
604,7.09271709222093
605,7.568698134865289
606,6.847821458358979
607,4.6013678051816544
608,1.647945133118693
609,6.643919621086788
610,5.639907160249799
611,2.6212814548398824
612,3.8672871164057883
613,1.8488164961907092
614,5.414879650155582
615,3.2293027063798223
616,5.997087285041326
617,5.938248238178529
618,7.798709205582032
619,7.328486963609014
620,1.6332095918460947
621,4.977490195229833
622,4.520568586188782
623,5.557201949229249
624,6.802634800567777
625,7.423615792317628
626,4.829453480967852
627,5.829437472448404
628,7.506090290052686
629,4.056626823187953
630,7.162268026333521
631,5.002937048615017
632,5.493045696562311
633,3.6566878193690027
634,6.179741553280871
635,4.525460412060498
636,3.6388890662758984
637,4.914109178936447
638,5.524542458358893
639,6.789266133205106
640,1.7050281517030572
641,2.682945742648401
642,7.3303482453824085
643,6.658853138369352
644,2.807049727284601
645,7.1703113374129135
646,6.228231802088195
647,6.911923454232448
648,7.361494619293684
649,5.184683956919641
650,4.169680600100793
651,7.407161151512561
652,6.741436071643867
653,3.9025611959658137
654,7.2775427233676435
655,7.118880905661681
656,2.921075721166874
657,5.245750225171164
658,6.92122996491754
659,3.1131318362545946
660,5.529290011450916
661,5.243772541573794
662,6.3663062002349395
663,3.8715747866331
664,6.666550135279181
665,4.896717004435444
666,3.0105139362814812
667,3.2356005553461715
668,6.278275771754728
669,4.542465150206227
670,5.899828553102382
671,5.9572072312445
672,5.281531705593782
673,3.8692529402096687
674,6.698598750467465
675,4.766384761532915
676,7.8990731617475864
677,2.618640523021271
678,7.7568722657982185
679,5.9444045404503445
680,6.669112090408394
681,7.613596331007672
682,4.623583696625683
683,6.421524066101301
684,5.9956545856601435
685,6.313102974014388
686,5.91979910923597
687,5.8595610466110175
688,6.262343983539254
689,7.665753145934657
690,5.331455110286216
691,6.091137708784409
692,7.404534033812612
693,1.7959576556213142
694,2.180651251935653
695,6.457444392390957
696,5.0416351566864375
697,6.07581629659529
698,5.9273219316919565
699,6.826634398604797
700,4.616094637366112
701,5.438433180632188
702,7.574588546750187
703,5.460929612211079
704,5.068206161348051
705,5.5598054269830435
706,6.609951500158383
707,7.34920295040313
708,7.6497809698267245
709,3.6230889862221884
710,3.096576385936103
711,3.544754790734205
712,5.880495505259818
713,6.085086567699409
714,6.293556688532015
715,6.5245463714239404
716,7.096617697174249
717,3.6087669420380477
718,4.583298713249499
719,6.345615993225964
720,8.62685874263369
721,5.713418294522262
722,7.245870992712246
723,6.966258433211641
724,6.794067347839311
725,4.563461753315832
726,4.132856361240656
727,4.1731194985727775
728,6.932044253350547
729,4.786293683630036
730,7.21212147228063
731,5.870904886392771
732,6.367189829425227
733,1.5972702781602486
734,4.775075877190476
735,5.778971720902184
736,5.0360080466181385
737,6.776466510725532
738,1.9098690064894428
739,1.806569684136731
740,3.860866748897135
741,5.810536385540087
742,5.2531904436218655
743,7.265068590104655
744,4.702138539305144
745,7.353990386503888
746,6.90356861217116
747,7.821208439414196
748,7.215425088920036
749,6.800393750548056
750,6.5948345437820475
751,5.537718173007229
752,4.99181591331267
753,3.1412391254941583
754,2.9209779310769526
755,4.247872519897082
756,4.490886919631795
757,2.2772696735827984
758,7.8423949837480365
759,6.15667745115004
760,4.251752781362837
761,5.072545800587877
762,7.57544023713448
763,7.7329423137677695
764,6.028778858785915
765,1.6903251837085964
766,2.844107057294999
767,1.4862437077724686
768,6.576891922193207
769,7.054256899752572
770,6.309790424863333
771,7.829607730900136
772,6.225436683728902
773,7.979009606212804
774,6.714278552997223
775,5.873435001194322
776,4.7725645498525235
777,4.806317831148909
778,6.994444159417287
779,6.113161240817282
780,7.91640399526621
781,5.235303926751298
782,7.34675702077775
783,6.287148339704484
784,1.8054972138574445
785,6.753392275771306
786,2.185978387425842
787,5.43951778605303
788,2.677865713040501
789,7.444607281100342
790,6.4623669441585685
791,5.2734059784184
792,5.277670280590221
793,4.651637800714161
794,5.247302585719302
795,6.59353887020014
796,1.9971536877542722
797,5.691233138926965
798,5.667954427527306
799,6.261460460005493
800,7.8063278160341065
801,5.917564893549068
802,2.4177136843270204
803,2.590558364465145
804,5.376172794368226
805,6.431866616864736
806,3.4123827515940075
807,5.868747958753621
808,4.8424275430379025
809,2.8020422715995252
810,3.8388207670028853
811,7.862672296656537
812,7.236442668661191
813,1.9851846316505504
814,7.766228088799858
815,5.402005880407613
816,7.977099273492668
817,1.5656664315787516
818,6.215148861074285
819,7.213916109348183
820,5.978049713913128
821,3.414932564536068
822,6.564749919471971
823,3.805601782464806
824,5.290249279943991
825,4.365266951921551
826,6.892898004569085
827,5.768740619530098
828,6.175539064178607
829,6.229392570094174
830,3.2776665556778575
831,3.146286385184839
832,5.71311710309893
833,6.793470599781448
834,4.382593631504389
835,3.785093448645959
836,4.863640957231246
837,5.878855448270133
838,6.962513073091403
839,6.714996116116951
840,1.5882532691060485
841,3.0832468800112682
842,4.591761829301169
843,6.94266326062418
844,6.052382360968603
845,6.463665651799907
846,6.652990068810378
847,8.23576375351669
848,4.176935949348625
849,2.4395399555333768
850,5.406928805320033
851,5.327338397284318
852,5.528562920220638
853,6.6692929784567125
854,7.13916176086089
855,8.668208768535376
856,6.7677617792965306
857,1.6646472249147446
858,7.061471028656214
859,6.455535078627494
860,7.633085887321928
861,6.172947366593513
862,7.04699156355246
863,6.784082279476422
864,5.357129834623421
865,7.0133357150591555
866,4.088194122545217
867,7.831079048548306
868,4.709824833599285
869,3.8147887158102884
870,3.136018592100351
871,3.5001185564034163
872,3.3519436901706037
873,6.858886752773566
874,6.553632721612039
875,6.0606197123074566
876,7.501487083119587
877,5.127895178900229
878,7.358798391977887
879,4.427620624150208
880,7.694964134287067
881,4.453907884072902
882,5.309326402719288
883,7.31991574438717
884,5.552097188109263
885,7.318994677306918
886,6.040983187396106
887,3.326459896158801
888,6.65620907056511
889,5.430320710272789
890,6.07581039095538
891,3.6068112459927497
892,6.516579083586604
893,7.462734231400365
894,5.648204670836467
895,6.539332987771668
896,7.383826577417739
897,6.785490333270786
898,4.750052888597321
899,5.836694650828553
900,6.771331253040438
901,2.26861514810522
902,6.7352538624126055
903,7.104640343589496
904,5.196010018403591
905,2.326770319612192
906,7.2152525948264055
907,6.140961164679857
908,6.855663536620004
909,5.638901844863909
910,7.822860692926643
911,2.142157393726141
912,7.56973472739881
913,3.656058461101109
914,6.445810987447459
915,5.253085832311447
916,2.234779489692273
917,6.35092680132176
918,6.745208746276068
919,2.7476470770525
920,6.144148993405585
921,2.999241850706445
922,7.154273051901525
923,6.9625825290990795
924,2.4561021804359653
925,7.459641791547965
926,6.060951308305503
927,6.514171038629678
928,7.950641822492932
929,4.258918167278997
930,6.8054455123201425
931,6.314437000550841
932,2.397750537170671
933,3.278058745906255
934,3.5605240453038975
935,5.922634033168228
936,4.495797209028498
937,3.154629658339524
938,5.1328746900423825
939,3.1523009279828544
940,6.377687641414505
941,3.2266613787090304
942,5.599633376957643
943,8.554718134083831
944,6.581529865009208
945,6.026866733792707
946,6.452969960782829
947,2.6123280420089503
948,4.9742472593338976
949,6.279501068576841
950,4.616873905127311
951,4.45040101140694
952,3.7362224157492907
953,6.328616579256714
954,4.835633702511032
955,6.134071337919423
956,6.879610548232018
957,6.90306614880515
958,6.08581141833673
959,5.764598694608951
960,5.012024002638679
961,5.593102938461128
962,4.510065349032258
963,2.314141498336256
964,6.366722467656542
965,6.469457649524518
966,2.698898811648709
967,9.235639371089837
968,5.252733743690663
969,7.222142437628696
970,3.7204328049990845
971,6.802749233300669
972,3.855776636441093
973,5.445165248122247
974,7.050491442970415
975,5.3046707048920245
976,2.651188524669802
977,4.084019551226444
978,5.467528456722729
979,4.035637482663561
980,4.654684091234564
981,7.013371066599186
982,5.898895636704131
983,16.664195488628337
984,6.714259414533729
985,5.405469772521398
986,2.685993220116674
987,2.7250070721337525
988,4.786982011237458
989,6.314777971844758
990,7.581310239519089
991,6.590156791702604
992,2.542861471830699
993,4.959037708253487
994,5.472683178935298
995,4.333609168605692
996,2.2560695537886812
997,6.643190116685327
998,7.637481262785391
999,7.3757564937022515
1000,7.41035863983988
1001,6.423130581198542
1002,5.899581676984793
1003,4.739171562229183
1004,3.6332111142421386
1005,5.502091227820692
1006,2.664353380910084
1007,4.883666859394793
1008,2.2890812862960335
1009,5.84557999489727
1010,4.658516305102004
1011,3.333066713796299
1012,4.742992328405692
1013,5.632693503532996
1014,4.44552251494793
1015,2.8067851528211536
1016,3.5264857704664814
1017,5.510063300750905
1018,6.66461246022432
1019,5.565278763477806
1020,6.252221145079166
1021,4.793170190658552
1022,4.38854805657224
1023,5.340453530298252
1024,7.6683306094249755
1025,7.11873674059917
1026,5.623117294242231
1027,3.7926647821436714
1028,6.687278031874155
1029,3.849642995704336
1030,6.194456268667207
1031,7.739321276675496
1032,6.0874541179706725
1033,7.6344213173767885
1034,6.151837748572398
1035,4.423725766865103
1036,5.887759677090751
1037,7.712416451138489
1038,5.801923043877222
1039,5.870205678884152
1040,4.016478942434084
1041,6.836539010199505
1042,7.214476553520238
1043,3.889862190691789
1044,3.378010401970661
1045,7.647662014676926
1046,7.373923168496182
1047,6.6995179739802335
1048,5.449450652942525
1049,6.644660782664631
1050,4.340225007057682
1051,6.824331557496414
1052,2.939278251551626
1053,5.5196528783746555
1054,5.65598170691528
1055,5.292078728981398
1056,5.4131977705258425
1057,5.305743041737541
1058,6.206209595102813
1059,7.127098112801079
1060,7.5932828272789425
1061,5.630732404163586
1062,5.880555463948567
1063,6.317862275631375
1064,6.260031318818913
1065,6.517063010550624
1066,3.14364815504982
1067,2.9065586748535965
1068,5.50134303535563
1069,5.575488491988269
1070,7.700400243451119
1071,6.531038675194686
1072,2.705954203318462
1073,6.43209451707202
1074,4.42015080806577
1075,4.674555533950371
1076,1.7361622624484365
1077,4.990600407196641
1078,6.673267673954893
1079,6.375430094410083
1080,7.116069930321565
1081,6.357832487925057
1082,7.887836467041378
1083,6.523843299131135
1084,5.786268602391176
1085,5.135882151673417
1086,3.547059207014384
1087,7.233549141605815
1088,6.791396535840235
1089,6.957015148569452
1090,6.3767869570330165
1091,5.651877596130661
1092,2.1433923514303377
1093,4.4743265931721155
1094,3.2742478323418034
1095,5.07925102937412
1096,7.748680445577604
1097,3.544987783796875
1098,6.382991365956817
1099,2.19994913322697
1100,5.818567624863629
1101,4.531223274960609
1102,5.1426797391250165
1103,6.447140251556988
1104,7.658750113851809
1105,2.335758057897489
1106,2.857834819479103
1107,6.4448568544570675
1108,8.814769801531371
1109,6.6918610485086
1110,6.762744280886727
1111,7.291021991893144
1112,8.191043215615085
1113,7.658372635894729
1114,7.483476649212055
1115,5.27315598074911
1116,8.379119959599757
1117,6.776831527417341
1118,7.508383678384356
1119,7.803117329241381
1120,2.961738046120246
1121,3.221023055128873
1122,4.6687190769356395
1123,4.473143254947468
1124,1.994674735238414
1125,7.472862105400795
1126,4.775255393434794
1127,6.801013079311753
1128,2.5553741943461175
1129,3.1112118975160183
1130,4.097225920558235
1131,4.506096330848816
1132,3.25330155314985
1133,4.633610787563693
1134,5.771894218126888
1135,5.734446360891031
1136,4.364146625242236
1137,5.3833055158743415
1138,3.4652282855690277
1139,6.831592896866123
1140,6.930858760933891
1141,5.78394189809284
1142,2.5878241992338973
1143,6.007888227096354
1144,4.4256554267851
1145,7.481425029275368
1146,6.357646278715792
1147,5.353387534950285
1148,2.7327238013311512
1149,6.5408629284585125
1150,7.160803951138859
1151,7.022264417922335
1152,6.939558929171854
1153,2.8138141872919373
1154,7.129902643329036
1155,5.729303278556664
1156,5.41663897260022
1157,7.508578915753816
1158,2.6259918590361524
1159,2.4272677626810535
1160,6.201854371595254
1161,7.1282586630468465
1162,5.0901702551689505
1163,6.95451174003264
1164,4.551527844631018
1165,4.73372359250428
1166,7.537727471263039
1167,2.384153763620793
1168,6.833463756393366
1169,6.181251390225946
1170,7.677648933418764
1171,6.51259184487636
1172,4.665089770573102
1173,3.851638756690575
1174,2.9707938847715494
1175,7.772576764616938
1176,5.720425027788664
1177,4.960042078394294
1178,2.6471460604585504
1179,5.338628524021041
1180,4.731299686363309
1181,3.79601777514001
1182,7.551421981607279
1183,6.19902405161251
1184,3.918068290076153
1185,4.951154479851357
1186,6.696298060777554
1187,6.746015836338472
1188,7.506897983562459
1189,6.550203569221307
1190,7.006125846868312
1191,6.898622537631363
1192,4.560973216807019
1193,5.516956084082288
1194,4.196944527364128
1195,4.940085157050809
1196,5.521155267753396
1197,5.29445236881873
1198,6.239960766571303
1199,3.3219161866879374
1200,7.133361472318459
1201,2.596709081641367
1202,7.881726868825912
1203,6.6130474482584685
1204,7.291890172467552
1205,6.103694898214461
1206,6.106937985360139
1207,6.89595202211207
1208,4.472053556984367
1209,3.3325544597968495
1210,2.1825091877937197
1211,7.641648748711262
1212,4.42263514619321
1213,6.032487388891307
1214,7.378178243234872
1215,5.6079186540049
1216,3.2733732306106287
1217,4.990325356266444
1218,7.301917559833625
1219,7.462662981596303
1220,2.127183302697975
1221,6.004832441928434
1222,5.998143767237736
1223,2.7940874857797677
1224,1.6802301437858178
1225,5.046144944942732
1226,2.0442361058122374
1227,4.494494505780159
1228,5.550277844136219
1229,5.169398551109182
1230,6.1517366111972445
1231,7.568991293527875
1232,3.0219980947137817
1233,7.389189854911081
1234,3.1302612181736422
1235,5.414778306242545
1236,2.3098255253054676
1237,6.989626935837066
1238,6.181601184491097
1239,4.439127201028742
1240,5.249270759465193
1241,1.7495622801102906
1242,4.373612639539247
1243,6.969789271139017
1244,5.41513103332175
1245,6.331230979394982
1246,5.373447570748252
1247,6.95566798325117
1248,6.6960206324526315
1249,4.655196182612349
1250,2.7643004863608414
1251,7.554485518907974
1252,4.930845694378101
1253,2.8287851845669785
1254,6.50295520252704
1255,6.460413217424285
1256,3.865986406814945
1257,4.7721410977380625
1258,3.126514696644043
1259,7.348487645123246
1260,3.337189618798022
1261,6.850900815446842
1262,3.0422443076822345
1263,6.318501876965723
1264,6.641941921151584
1265,3.6103757236083664
1266,4.729451782401517
1267,5.630032700179274
1268,7.672197327708724
1269,7.348247208248329
1270,5.367577725963057
1271,6.382466068695177
1272,7.526750989250032
1273,4.193387379171982
1274,6.34788772376044
1275,5.203585754719784
1276,7.085347881412042
1277,4.783958432029944
1278,4.842927187160723
1279,5.192254308368007
1280,4.957307728185701
1281,6.115240487683279
1282,2.0623386997692603
1283,4.770238834795952
1284,4.267774450130787
1285,5.480081714574244
1286,6.395487441485894
1287,6.941445110541064
1288,4.82629593948353
1289,4.04870722842506
1290,7.535531925835281
1291,4.500404084402362
1292,5.559740185726434
1293,7.503474026123016
1294,2.1729939299320833
1295,5.771580160068843
1296,3.5316584825210118
1297,7.622552680387754
1298,6.233169570750855
1299,6.351922044405001
1300,6.375809611557189
1301,5.322915071374861
1302,2.973521647329152
1303,3.9768910028330193
1304,7.746305890803672
1305,4.5261460191835825
1306,1.7276415474427078
1307,5.298488666006566
1308,4.203636042198959
1309,5.1403145935373775
1310,3.2352588810834884
1311,6.304393391883699
1312,6.072626701111149
1313,7.6600605381303595
1314,7.679471507976682
1315,4.951286876319592
1316,5.576816285258264
1317,2.65434057272822
1318,5.892628194354728
1319,7.203187425878189
1320,7.1798394080908725
1321,6.0719848272657755
1322,5.574943062881751
1323,5.131380854078098
1324,4.443486659486432
1325,7.280380726817196
1326,5.942763887243729
1327,2.052944661364652
1328,6.636782687885576
1329,7.131967888512718
1330,5.651417070716637
1331,6.943156264952935
1332,6.282302959525472
1333,5.603986471937667
1334,4.026927952554903
1335,6.487370807111938
1336,7.702634047052854
